1, -0.00734356, 0.261842
2, -0.00772052, 0.26456
3, -0.00652557, 0.331366
4, 0.00139127, 0.419701
5, 0.0277128, 0.40552
6, 0.0403986, 0.308595
7, 0.0661184, 0.28353
8, 0.0138642, 0.275512
9, 0.0731025, 0.268814
10, 0.010523, 0.260789
11, 0.0150245, 0.255062
12, 0.0237849, 0.237916
13, 0.279604, 0.226736
14, 0.347706, 0.220748
15, 0.252399, 0.220787
16, 0.248746, 0.220526
17, 0.361609, 0.217527
18, 0.385193, 0.216444
19, 0.060431, 0.215897
20, 0.00443398, 0.21578
21, 0.037704, 0.198636
22, 0.172358, 0.166625
23, 0.317966, 0.155688
24, 0.378364, 0.152695
25, 0.370736, 0.152888
26, 0.382881, 0.15161
27, 0.378494, 0.151386
28, 0.400676, 0.150741
29, 0.379404, 0.149361
30, 0.402328, 0.150222
31, 0.395384, 0.148742
32, 0.390328, 0.148386
33, 0.403679, 0.149128
34, 0.399085, 0.149117
35, 0.387567, 0.14795
36, 0.391071, 0.146725
37, 0.383971, 0.146418
38, 0.411971, 0.145121
39, 0.384429, 0.144428
40, 0.391345, 0.144775
41, 0.400584, 0.144557
42, 0.397344, 0.143325
43, 0.393806, 0.143504
44, 0.410716, 0.14259
45, 0.401215, 0.141788
46, 0.394251, 0.141354
47, 0.400338, 0.14056
48, 0.402987, 0.139987
49, 0.400057, 0.138981
50, 0.408899, 0.139178
